DAMAN & DIU,2011,33
DAMAN & DIU,2012,36
DELHI (UT),2001,1239
DELHI (UT),2002,1053
DELHI (UT),2003,1153
DELHI (UT),2004,1256
DELHI (UT),2005,1245
DELHI (UT),2006,1492
DELHI (UT),2007,1481
DELHI (UT),2008,1303
DELHI (UT),2009,1477
DELHI (UT),2010,1543
DELHI (UT),2011,1716
DELHI (UT),2012,1899
GOA,2001,256
GOA,2002,309
GOA,2003,300
GOA,2004,314
GOA,2005,282
GOA,2006,275
GOA,2007,270
GOA,2008,287
GOA,2009,278
GOA,2010,322
GOA,2011,293
GOA,2012,289
GUJARAT,2001,4791
GUJARAT,2002,4644
GUJARAT,2003,4566
GUJARAT,2004,4776
GUJARAT,2005,4765
GUJARAT,2006,5035
GUJARAT,2007,5580
GUJARAT,2008,6165
GUJARAT,2009,6156
GUJARAT,2010,6207
GUJARAT,2011,6382
GUJARAT,2012,7110
HARYANA,2001,2007
HARYANA,2002,2200
HARYANA,2003,2227
HARYANA,2004,2082
HARYANA,2005,2046
HARYANA,2006,2316
HARYANA,2007,2433
HARYANA,2008,2656
HARYANA,2009,2503
HARYANA,2010,2895
HARYANA,2011,3245
HARYANA,2012,2827
HIMACHAL PRADESH,2001,307
HIMACHAL PRADESH,2002,334
HIMACHAL PRADESH,2003,386
HIMACHAL PRADESH,2004,371
HIMACHAL PRADESH,2005,359
HIMACHAL PRADESH,2006,457
HIMACHAL PRADESH,2007,402
HIMACHAL PRADESH,2008,630
HIMACHAL PRADESH,2009,560
HIMACHAL PRADESH,2010,542
HIMACHAL PRADESH,2011,443
HIMACHAL PRADESH,2012,528
JAMMU & KASHMIR,2001,153
JAMMU & KASHMIR,2002,184
JAMMU & KASHMIR,2003,138
JAMMU & KASHMIR,2004,112
JAMMU & KASHMIR,2005,294
JAMMU & KASHMIR,2006,262
JAMMU & KASHMIR,2007,234
JAMMU & KASHMIR,2008,310
JAMMU & KASHMIR,2009,321
JAMMU & KASHMIR,2010,259
JAMMU & KASHMIR,2011,287
JAMMU & KASHMIR,2012,414
JHARKHAND,2001,250
JHARKHAND,2002,272
JHARKHAND,2003,272
JHARKHAND,2004,417
JHARKHAND,2005,808
JHARKHAND,2006,856
JHARKHAND,2007,1289
JHARKHAND,2008,911
JHARKHAND,2009,1112
JHARKHAND,2010,1232
JHARKHAND,2011,1212
JHARKHAND,2012,1319
KARNATAKA,2001,11881
KARNATAKA,2002,12270
KARNATAKA,2003,12361
KARNATAKA,2004,11937
KARNATAKA,2005,11557
KARNATAKA,2006,12212
KARNATAKA,2007,12304
KARNATAKA,2008,12222
KARNATAKA,2009,12195
KARNATAKA,2010,12651
KARNATAKA,2011,12622
KARNATAKA,2012,12753
KERALA,2001,9572
KERALA,2002,9810
KERALA,2003,9438
KERALA,2004,9053
KERALA,2005,9244
KERALA,2006,9026
KERALA,2007,8962
KERALA,2008,8569
KERALA,2009,8755
KERALA,2010,8586
KERALA,2011,8431
KERALA,2012,8490
LAKSHADWEEP,2001,0
LAKSHADWEEP,2002,0
LAKSHADWEEP,2003,2
LAKSHADWEEP,2004,0
LAKSHADWEEP,2005,0
LAKSHADWEEP,2006,2
LAKSHADWEEP,2007,3
LAKSHADWEEP,2008,0
LAKSHADWEEP,2009,1
LAKSHADWEEP,2010,1
LAKSHADWEEP,2011,0
LAKSHADWEEP,2012,1
MADHYA PRADESH,2001,6860
MADHYA PRADESH,2002,6899
MADHYA PRADESH,2003,6762
MADHYA PRADESH,2004,6795
MADHYA PRADESH,2005,5448
MADHYA PRADESH,2006,6435
MADHYA PRADESH,2007,6329
MADHYA PRADESH,2008,7629
MADHYA PRADESH,2009,9113
MADHYA PRADESH,2010,9003
MADHYA PRADESH,2011,9259
MADHYA PRADESH,2012,9775
MAHARASHTRA,2001,14618
MAHARASHTRA,2002,14529
MAHARASHTRA,2003,14760
MAHARASHTRA,2004,14729
MAHARASHTRA,2005,14426
MAHARASHTRA,2006,15494
MAHARASHTRA,2007,15184
MAHARASHTRA,2008,14374
MAHARASHTRA,2009,14300
MAHARASHTRA,2010,15916
MAHARASHTRA,2011,15947
MAHARASHTRA,2012,16112
MANIPUR,2001,41
MANIPUR,2002,39
MANIPUR,2003,26
MANIPUR,2004,41
MANIPUR,2005,27
MANIPUR,2006,36
MANIPUR,2007,39
MANIPUR,2008,34
MANIPUR,2009,27
MANIPUR,2010,37
MANIPUR,2011,33
MANIPUR,2012,41
MEGHALAYA,2001,87
MEGHALAYA,2002,67
MEGHALAYA,2003,41
MEGHALAYA,2004,55
MEGHALAYA,2005,71
MEGHALAYA,2006,92
MEGHALAYA,2007,87
MEGHALAYA,2008,85
MEGHALAYA,2009,112
MEGHALAYA,2010,108
MEGHALAYA,2011,153
MEGHALAYA,2012,128
MIZORAM,2001,54
MIZORAM,2002,66
MIZORAM,2003,52
MIZORAM,2004,60
MIZORAM,2005,55
MIZORAM,2006,70
MIZORAM,2007,28
MIZORAM,2008,41
MIZORAM,2009,69
MIZORAM,2010,76
MIZORAM,2011,90
MIZORAM,2012,173
NAGALAND,2001,40
NAGALAND,2002,27
NAGALAND,2003,22
NAGALAND,2004,31
NAGALAND,2005,27
NAGALAND,2006,28
NAGALAND,2007,24
NAGALAND,2008,42
NAGALAND,2009,31
NAGALAND,2010,12
NAGALAND,2011,33
NAGALAND,2012,30
ODISHA,2001,4052
ODISHA,2002,4388
ODISHA,2003,4420
ODISHA,2004,4215
ODISHA,2005,4208
ODISHA,2006,4065
ODISHA,2007,4308
ODISHA,2008,4904
ODISHA,2009,4365
ODISHA,2010,4255
ODISHA,2011,5241
ODISHA,2012,5027
PUDUCHERRY,2001,529
PUDUCHERRY,2002,567
PUDUCHERRY,2003,582
PUDUCHERRY,2004,539
PUDUCHERRY,2005,538
PUDUCHERRY,2006,526
PUDUCHERRY,2007,517
PUDUCHERRY,2008,507
PUDUCHERRY,2009,518
PUDUCHERRY,2010,508
PUDUCHERRY,2011,557
PUDUCHERRY,2012,541
PUNJAB,2001,648
PUNJAB,2002,507
PUNJAB,2003,631
PUNJAB,2004,645
PUNJAB,2005,588
PUNJAB,2006,772
PUNJAB,2007,847
PUNJAB,2008,869
PUNJAB,2009,847
PUNJAB,2010,920
PUNJAB,2011,966
PUNJAB,2012,1030
RAJASTHAN,2001,3195
RAJASTHAN,2002,3248
RAJASTHAN,2003,3661
RAJASTHAN,2004,3725
RAJASTHAN,2005,4178
RAJASTHAN,2006,4263
RAJASTHAN,2007,4437
RAJASTHAN,2008,5166
RAJASTHAN,2009,5065
RAJASTHAN,2010,4920
RAJASTHAN,2011,4348
RAJASTHAN,2012,4821
SIKKIM,2001,94
SIKKIM,2002,78
SIKKIM,2003,105
SIKKIM,2004,98
SIKKIM,2005,109
SIKKIM,2006,145
SIKKIM,2007,122
SIKKIM,2008,287
SIKKIM,2009,241
SIKKIM,2010,280
SIKKIM,2011,184
SIKKIM,2012,181
TAMIL NADU,2001,11290
TAMIL NADU,2002,11244
TAMIL NADU,2003,11872
TAMIL NADU,2004,12839
TAMIL NADU,2005,12076
TAMIL NADU,2006,12381
TAMIL NADU,2007,13811
TAMIL NADU,2008,14425
TAMIL NADU,2009,14424
TAMIL NADU,2010,16561
TAMIL NADU,2011,15963
TAMIL NADU,2012,16927
TRIPURA,2001,854
TRIPURA,2002,779
TRIPURA,2003,844
TRIPURA,2004,770
TRIPURA,2005,715
TRIPURA,2006,765
TRIPURA,2007,705
TRIPURA,2008,752
TRIPURA,2009,738
TRIPURA,2010,725
TRIPURA,2011,703
TRIPURA,2012,844
UTTAR PRADESH,2001,3516
UTTAR PRADESH,2002,4250
UTTAR PRADESH,2003,3663
UTTAR PRADESH,2004,3637
UTTAR PRADESH,2005,3449
UTTAR PRADESH,2006,3099
UTTAR PRADESH,2007,3927
UTTAR PRADESH,2008,4088
UTTAR PRADESH,2009,4158
UTTAR PRADESH,2010,3628
UTTAR PRADESH,2011,4843
UTTAR PRADESH,2012,4422
UTTARAKHAND,2001,311
UTTARAKHAND,2002,361
UTTARAKHAND,2003,391
UTTARAKHAND,2004,237
UTTARAKHAND,2005,273
UTTARAKHAND,2006,326
UTTARAKHAND,2007,248
UTTARAKHAND,2008,191
UTTARAKHAND,2009,342
UTTARAKHAND,2010,281
UTTARAKHAND,2011,317
UTTARAKHAND,2012,424
WEST BENGAL,2001,13690
WEST BENGAL,2002,13007
WEST BENGAL,2003,13280
WEST BENGAL,2004,13424
WEST BENGAL,2005,15015
WEST BENGAL,2006,15725
WEST BENGAL,2007,14860
WEST BENGAL,2008,14852
WEST BENGAL,2009,14648
WEST BENGAL,2010,16037
WEST BENGAL,2011,16492
WEST BENGAL,2012,14957
